player_id,last_season,current_club_id,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,foot,height_in_cm,market_value_in_gbp,highest_market_value_in_gbp,domestic_competition_id,club_pretty_name
398073,2021,583,Achraf Hakimi,Spain,Morocco,1998/11/4,Defender,Right,181,58500000,63000000,FR1,Fc Paris Saint Germain
341092,2021,506,Federico Chiesa,Italy,Italy,1997/10/25,Attack,Right,175,58500000,63000000,IT1,Juventus Turin
204069,2021,46,Milan Skriniar,Slovakia,Slovakia,1995/2/11,Defender,Right,188,58500000,58500000,IT1,Inter Mailand
401923,2021,6195,Victor Osimhen,Nigeria,Nigeria,1998/12/29,Attack,Right,186,58500000,58500000,IT1,Ssc Neapel
234803,2021,31,Andrew Robertson,Scotland,Scotland,1994/3/11,Defender,Left,178,58500000,72000000,GB1,Fc Liverpool
480692,2021,31,Luis Diaz,Colombia,Colombia,1997/1/13,Attack,Right,180,58500000,58500000,GB1,Fc Liverpool
182712,2021,281,Joao Cancelo,Portugal,Portugal,1994/5/27,Defender,Right,182,58500000,58500000,GB1,Manchester City
433177,2021,11,Bukayo Saka,England,England,2001/9/5,Midfield,Left,178,58500000,58500000,GB1,Fc Arsenal
344381,2021,23826,Christopher Nkunku,France,France,1997/11/14,Attack,Right,175,58500000,58500000,L1,Rasenballsport Leipzig
315853,2021,46,Alessandro Bastoni,Italy,Italy,1999/4/13,Defender,Left,190,54000000,54000000,IT1,Inter Mailand
340950,2021,31,Diogo Jota,Portugal,Portugal,1996/12/4,Attack,Right,178,54000000,54000000,GB1,Fc Liverpool
225693,2021,31,Fabinho,Brazil,Brazil,1993/10/23,Midfield,Right,188,54000000,63000000,GB1,Fc Liverpool
258923,2021,985,Marcus Rashford,England,England,1997/10/31,Attack,Right,185,54000000,76500000,GB1,Manchester United
472423,2021,631,Reece James,England,England,1999/12/8,Defender,Right,180,54000000,54000000,GB1,Fc Chelsea
411975,2021,368,Jules Kounde,France,France,1998/11/12,Defender,Right,178,54000000,54000000,ES1,Fc Sevilla
351478,2021,681,Mikel Oyarzabal,Spain,Spain,1997/4/21,Attack,Left,181,54000000,63000000,ES1,Real Sociedad San Sebastian
274839,2021,1003,Wilfred Ndidi,Nigeria,Nigeria,1996/12/16,Midfield,Right,183,54000000,54000000,GB1,Leicester City
466810,2021,131,Ansu Fati,Guinea-Bissau,Spain,2002/10/31,Attack,Right,178,54000000,72000000,ES1,Fc Barcelona
646740,2021,131,Gavi,Spain,Spain,2004/8/5,Midfield,Right,173,54000000,54000000,ES1,Fc Barcelona
326330,2021,131,Frenkie De Jong,Netherlands,Netherlands,1997/5/12,Midfield,Right,180,54000000,81000000,ES1,Fc Barcelona
412363,2021,418,Rodrygo,Brazil,Brazil,2001/1/9,Attack,Right,174,54000000,54000000,ES1,Real Madrid
401530,2021,418,Eder Militao,Brazil,Brazil,1998/1/18,Defender,Right,186,54000000,54000000,ES1,Real Madrid
108390,2021,418,Thibaut Courtois,Belgium,Belgium,1992/5/11,Goalkeeper,Left,200,54000000,67500000,ES1,Real Madrid
243714,2021,27,Kingsley Coman,France,France,1996/6/13,Attack,Right,180,54000000,58500000,L1,Fc Bayern Munchen
413112,2021,162,Aurelien Tchouameni,France,France,2000/1/27,Midfield,Right,188,54000000,54000000,FR1,As Monaco
339808,2021,5,Theo Hernandez,France,France,1997/10/6,Defender,Left,184,49500000,49500000,IT1,Ac Mailand
350219,2021,6195,Fabian Ruiz,Spain,Spain,1996/4/3,Midfield,Left,189,49500000,54000000,IT1,Ssc Neapel
139208,2021,31,Virgil Van Dijk,Netherlands,Netherlands,1991/7/8,Defender,Right,193,49500000,90000000,GB1,Fc Liverpool
249565,2021,1003,Youri Tielemans,Belgium,Belgium,1997/5/7,Midfield,Right,176,49500000,49500000,GB1,Leicester City
640428,2021,418,Eduardo Camavinga,Angola,France,2002/11/10,Midfield,Left,182,49500000,54000000,ES1,Real Madrid
59016,2021,418,David Alaba,Austria,Austria,1992/6/24,Defender,Left,180,49500000,58500000,ES1,Real Madrid
580195,2021,27,Jamal Musiala,Germany,Germany,2003/2/26,Attack,Right,183,49500000,49500000,L1,Fc Bayern Munchen
546543,2021,294,Darwin Nunez,Uruguay,Uruguay,1999/6/24,Attack,Right,187,49500000,49500000,PO1,Benfica Lissabon
395516,2021,15,Moussa Diaby,France,France,1999/7/7,Attack,Left,170,49500000,49500000,L1,Bayer 04 Leverkusen
331726,2021,12,Tammy Abraham,England,England,1997/10/2,Attack,Right,194,45000000,45000000,IT1,As Rom
28003,2021,583,Lionel Messi,Argentina,Argentina,1987/6/24,Attack,Left,170,45000000,162000000,FR1,Fc Paris Saint Germain
102558,2021,583,Marco Verratti,Italy,Italy,1992/11/5,Midfield,Right,165,45000000,67500000,FR1,Fc Paris Saint Germain
315858,2021,583,Gianluigi Donnarumma,Italy,Italy,1999/2/25,Goalkeeper,Right,196,45000000,58500000,FR1,Fc Paris Saint Germain
397033,2021,5,Sandro Tonali,Italy,Italy,2000/5/8,Midfield,Right,181,45000000,45000000,IT1,Ac Mailand
303254,2021,5,Fikayo Tomori,Canada,England,1997/12/19,Defender,Right,185,45000000,45000000,IT1,Ac Mailand
351749,2021,399,Kalvin Phillips,England,England,1995/12/2,Midfield,Right,178,45000000,45000000,GB1,Leeds United
378710,2021,29,Richarlison,Brazil,Brazil,1997/5/10,Attack,Right,184,45000000,58500000,GB1,Fc Everton
105470,2021,31,Alisson,Brazil,Brazil,1992/10/2,Goalkeeper,Right,191,45000000,81000000,GB1,Fc Liverpool
363205,2021,281,Gabriel Jesus,Brazil,Brazil,1997/4/3,Attack,Right,175,45000000,72000000,GB1,Manchester City
338424,2021,681,Mikel Merino,Spain,Spain,1996/6/22,Midfield,Left,189,45000000,45000000,ES1,Real Sociedad San Sebastian
372246,2021,1049,Carlos Soler,Spain,Spain,1997/1/2,Midfield,Right,180,45000000,45000000,ES1,Fc Valencia
294057,2021,1003,James Maddison,England,England,1996/11/23,Attack,Right,175,45000000,54000000,GB1,Leicester City
250845,2021,13,Jose Maria Gimenez,Uruguay,Uruguay,1995/1/20,Defender,Right,185,45000000,63000000,ES1,Atletico Madrid
480267,2021,131,Ronald Araujo,Uruguay,Uruguay,1999/3/7,Defender,Right,188,45000000,45000000,ES1,Fc Barcelona
38253,2021,27,Robert Lewandowski,Poland,Poland,1988/8/21,Attack,Right,185,45000000,81000000,L1,Fc Bayern Munchen
355861,2021,1050,Arnaut Danjuma,Nigeria,Netherlands,1997/1/31,Attack,Right,178,45000000,45000000,ES1,Fc Villarreal
399776,2021,1050,Pau Torres,Spain,Spain,1997/1/16,Defender,Left,191,45000000,45000000,ES1,Fc Villarreal
281963,2021,27,Lucas Hernandez,France,France,1996/2/14,Defender,Left,184,45000000,63000000,L1,Fc Bayern Munchen
122153,2021,985,Paul Pogba,France,France,1993/3/15,Midfield,Both,191,43200000,90000000,GB1,Manchester United
164770,2021,985,Raphael Varane,France,France,1993/4/25,Defender,Right,191,43200000,72000000,GB1,Manchester United
355915,2021,148,Cristian Romero,Argentina,Argentina,1998/4/27,Defender,Right,185,43200000,43200000,GB1,Tottenham Hotspur
286297,2021,12,Lorenzo Pellegrini,Italy,Italy,1996/6/19,Attack,Both,186,40500000,40500000,IT1,As Rom
294808,2021,5,Franck Kessie,Cote d'Ivoire,Cote d'Ivoire,1996/12/19,Midfield,Right,183,40500000,49500000,IT1,Ac Mailand
411295,2021,399,Raphinha,Brazil,Brazil,1996/12/14,Attack,Left,175,40500000,40500000,GB1,Leeds United
398184,2021,281,Ferran Torres,Spain,Spain,2000/2/29,Attack,Right,184,40500000,45000000,GB1,Manchester City
176553,2021,281,Aymeric Laporte,France,Spain,1994/5/27,Defender,Left,189,40500000,67500000,GB1,Manchester City
238223,2021,281,Ederson,Brazil,Brazil,1993/8/17,Goalkeeper,Left,188,40500000,63000000,GB1,Manchester City
316264,2021,11,Martin Odegaard,Norway,Norway,1998/12/17,Attack,Left,178,40500000,45000000,GB1,Fc Arsenal
266807,2021,13,Angel Correa,Argentina,Argentina,1995/3/9,Attack,Right,171,40500000,40500000,ES1,Atletico Madrid
282411,2021,13,Marcos Llorente,Spain,Spain,1995/1/30,Midfield,Right,184,40500000,72000000,ES1,Atletico Madrid
121483,2021,13,Jan Oblak,Slovenia,Slovenia,1993/1/7,Goalkeeper,Right,188,40500000,90000000,ES1,Atletico Madrid
283628,2021,379,Tomas Soucek,Czech Republic,Czech Republic,1995/2/27,Midfield,Right,192,40500000,40500000,GB1,West Ham United
344695,2021,27,Dayot Upamecano,France,France,1998/10/27,Defender,Right,186,40500000,54000000,L1,Fc Bayern Munchen
293385,2021,23826,Dani Olmo,Spain,Spain,1998/5/7,Attack,Right,179,40500000,45000000,L1,Rasenballsport Leipzig
533738,2021,1082,Jonathan David,United States,Canada,2000/1/14,Attack,Both,180,40500000,45000000,FR1,Losc Lille
306024,2021,29,Dominic Calvert Lewin,England,England,1997/3/16,Attack,Right,189,37800000,40500000,GB1,Fc Everton
315779,2021,631,Christian Pulisic,United States,United States,1998/9/18,Attack,Right,177,37800000,54000000,GB1,Fc Chelsea
51471,2021,631,Mateo Kovacic,Austria,Croatia,1994/5/6,Midfield,Right,176,37800000,40500000,GB1,Fc Chelsea
504215,2021,16,Giovanni Reyna,England,United States,2002/11/13,Attack,Right,185,37800000,37800000,L1,Borussia Dortmund
418659,2021,417,Amine Gouiri,France,France,2000/2/16,Attack,Right,180,37800000,45000000,FR1,Ogc Nizza
616341,2021,583,Nuno Mendes,Portugal,Portugal,2002/6/19,Defender,Left,176,36000000,36000000,FR1,Fc Paris Saint Germain
282041,2021,583,Presnel Kimpembe,France,France,1995/8/13,Defender,Left,183,36000000,36000000,FR1,Fc Paris Saint Germain
431755,2021,506,Dejan Kulusevski,Sweden,Sweden,2000/4/25,Attack,Left,186,36000000,40500000,IT1,Juventus Turin
156617,2021,46,Marcelo Brozovic,Croatia,Croatia,1992/11/16,Midfield,Both,181,36000000,54000000,IT1,Inter Mailand
181136,2021,6195,Piotr Zielinski,Poland,Poland,1994/5/20,Attack,Both,180,36000000,45000000,IT1,Ssc Neapel
145988,2021,873,Wilfried Zaha,Cote d'Ivoire,Cote d'Ivoire,1992/11/10,Attack,Right,180,36000000,49500000,GB1,Crystal Palace
225161,2021,543,Ruben Neves,Portugal,Portugal,1997/3/13,Midfield,Right,180,36000000,45000000,GB1,Wolverhampton Wanderers
357119,2021,31,Ibrahima Konate,France,France,1999/5/25,Defender,Right,194,36000000,40500000,GB1,Fc Liverpool
225083,2021,631,Ngolo Kante,France,France,1991/3/29,Midfield,Right,168,36000000,90000000,GB1,Fc Chelsea
102017,2021,631,Jorginho,Brazil,Italy,1991/12/20,Midfield,Right,180,36000000,58500000,GB1,Fc Chelsea
86202,2021,631,Antonio Rudiger,Germany,Germany,1993/3/3,Defender,Right,190,36000000,45000000,GB1,Fc Chelsea
655488,2021,11,Gabriel Martinelli,Brazil,Brazil,2001/6/18,Attack,Right,176,36000000,36000000,GB1,Fc Arsenal
392765,2021,11,Emile Smith Rowe,England,England,2000/7/28,Attack,Right,182,36000000,36000000,GB1,Fc Arsenal
335721,2021,11,Ben White,England,England,1997/10/8,Defender,Right,186,36000000,36000000,GB1,Fc Arsenal
329145,2021,368,Diego Carlos,Brazil,Brazil,1993/3/15,Defender,Right,185,36000000,45000000,ES1,Fc Sevilla
167799,2021,148,Pierre Emile Hojbjerg,Denmark,Denmark,1995/8/5,Midfield,Right,185,36000000,36000000,GB1,Tottenham Hotspur
225122,2021,1049,Goncalo Guedes,Portugal,Portugal,1996/11/29,Attack,Right,179,36000000,36000000,ES1,Fc Valencia
221322,2021,1049,Jose Gaya,Spain,Spain,1995/5/25,Defender,Left,172,36000000,45000000,ES1,Fc Valencia
320141,2021,1003,Caglar Soyuncu,Turkey,Turkey,1996/5/23,Defender,Right,187,36000000,40500000,GB1,Leicester City
475411,2021,1003,Wesley Fofana,France,France,2000/12/17,Defender,Right,190,36000000,36000000,GB1,Leicester City
140776,2021,13,Yannick Carrasco,Belgium,Belgium,1993/9/4,Attack,Right,181,36000000,36000000,ES1,Atletico Madrid
205562,2021,13,Thomas Lemar,Guadeloupe,France,1995/11/12,Attack,Left,171,36000000,63000000,ES1,Atletico Madrid
255901,2021,13,Rodrigo De Paul,Argentina,Argentina,1994/5/24,Midfield,Right,180,36000000,36000000,ES1,Atletico Madrid
296622,2021,418,Marco Asensio,Spain,Spain,1996/1/21,Attack,Left,182,36000000,81000000,ES1,Real Madrid
16306,2021,418,Casemiro,Brazil,Brazil,1992/2/23,Midfield,Right,185,36000000,72000000,ES1,Real Madrid
291417,2021,418,Ferland Mendy,France,France,1995/6/8,Defender,Left,180,36000000,45000000,ES1,Real Madrid
177467,2021,1050,Gerard Moreno,Spain,Spain,1992/4/7,Attack,Left,180,36000000,36000000,ES1,Fc Villarreal
568157,2021,1050,Yeremy Pino,Spain,Spain,2002/10/20,Attack,Right,172,36000000,36000000,ES1,Fc Villarreal
203496,2021,150,Nabil Fekir,France,France,1993/7/18,Attack,Left,173,36000000,63000000,ES1,Real Betis Sevilla
242086,2021,15,Patrik Schick,Czech Republic,Czech Republic,1996/1/24,Attack,Left,191,36000000,36000000,L1,Bayer 04 Leverkusen
564545,2021,15,Edmond Tapsoba,Burkina Faso,Burkina Faso,1999/2/2,Defender,Right,194,36000000,36000000,L1,Bayer 04 Leverkusen
183288,2021,985,Luke Shaw,England,England,1995/7/12,Defender,Left,178,34200000,37800000,GB1,Manchester United
177907,2021,985,Harry Maguire,England,England,1993/3/5,Defender,Right,194,34200000,63000000,GB1,Manchester United
316125,2021,631,Ben Chilwell,England,England,1996/12/21,Defender,Left,180,34200000,45000000,GB1,Fc Chelsea
230784,2021,11,Thomas Partey,Ghana,Ghana,1993/6/13,Midfield,Right,185,34200000,45000000,GB1,Fc Arsenal
435338,2021,11,Gabriel Magalhaes,Brazil,Brazil,1997/12/19,Defender,Left,190,34200000,34200000,GB1,Fc Arsenal
198008,2021,23826,Andre Silva,Portugal,Portugal,1995/11/6,Attack,Right,185,34200000,40500000,L1,Rasenballsport Leipzig
177843,2021,6574,Domenico Berardi,Italy,Italy,1994/8/1,Attack,Left,183,31500000,31500000,IT1,Us Sassuolo
206050,2021,506,Paulo Dybala,Argentina,Argentina,1993/11/15,Attack,Left,177,31500000,99000000,IT1,Juventus Turin
182906,2021,5,Mike Maignan,French Guiana,France,1995/7/3,Goalkeeper,Right,191,31500000,31500000,IT1,Ac Mailand
265088,2021,506,Manuel Locatelli,Italy,Italy,1998/1/8,Midfield,Right,185,31500000,31500000,IT1,Juventus Turin
126414,2021,46,Hakan Calhanoglu,Germany,Turkey,1994/2/8,Midfield,Right,178,31500000,31500000,IT1,Inter Mailand
93128,2021,6195,Kalidou Koulibaly,France,Senegal,1991/6/20,Defender,Right,186,31500000,67500000,IT1,Ssc Neapel
410425,2021,1237,Yves Bissouma,Cote d'Ivoire,Mali,1996/8/30,Midfield,Right,182,31500000,31500000,GB1,Brighton Amp Hove Albion
251664,2021,1148,Ivan Toney,England,England,1996/3/16,Attack,Right,185,31500000,31500000,GB1,Fc Brentford
487465,2021,543,Pedro Neto,Portugal,Portugal,2000/3/9,Attack,Left,172,31500000,31500000,GB1,Wolverhampton Wanderers
324358,2021,405,Ollie Watkins,England,England,1995/12/30,Attack,Right,180,31500000,31500000,GB1,Aston Villa
321247,2021,405,Emiliano Buendia,Argentina,Argentina,1996/12/25,Attack,Right,172,31500000,31500000,GB1,Aston Villa
447661,2021,405,Douglas Luiz,Brazil,Brazil,1998/5/9,Midfield,Right,177,31500000,31500000,GB1,Aston Villa
170527,2021,631,Timo Werner,Germany,Germany,1996/3/6,Attack,Right,180,31500000,72000000,GB1,Fc Chelsea
171424,2021,281,Riyad Mahrez,France,Algeria,1991/2/21,Attack,Left,179,31500000,54000000,GB1,Manchester City
196948,2021,631,Andreas Christensen,Denmark,Denmark,1996/4/10,Defender,Right,187,31500000,36000000,GB1,Fc Chelsea
167850,2021,131,Memphis Depay,Netherlands,Netherlands,1994/2/13,Attack,Right,176,31500000,49500000,ES1,Fc Barcelona
125781,2021,131,Antoine Griezmann,France,France,1991/3/21,Attack,Left,176,31500000,135000000,ES1,Fc Barcelona
314875,2021,379,Jarrod Bowen,England,England,1996/12/20,Attack,Left,182,31500000,31500000,GB1,West Ham United
166601,2021,27,Niklas Sule,Germany,Germany,1995/9/3,Defender,Right,195,31500000,54000000,L1,Fc Bayern Munchen
170986,2021,16,Raphael Guerreiro,France,Portugal,1993/12/22,Defender,Left,170,31500000,36000000,L1,Borussia Dortmund
601883,2021,336,Matheus Nunes,Brazil,Portugal,1998/8/27,Midfield,Right,183,31500000,31500000,PO1,Sporting Lissabon
181375,2021,610,Sebastien Haller,France,Cote d'Ivoire,1994/6/22,Attack,Right,190,31500000,40500000,NL1,Ajax Amsterdam
602105,2021,610,Antony,Brazil,Brazil,2000/2/24,Attack,Left,172,31500000,31500000,NL1,Ajax Amsterdam
478573,2021,610,Ryan Gravenberch,Netherlands,Netherlands,2002/5/16,Midfield,Right,190,31500000,31500000,NL1,Ajax Amsterdam
420243,2021,610,Jurrien Timber,Netherlands,Netherlands,2001/6/17,Defender,Right,182,31500000,31500000,NL1,Ajax Amsterdam
444523,2021,1041,Lucas Paqueta,Brazil,Brazil,1997/8/27,Attack,Left,180,31500000,31500000,FR1,Olympique Lyon
392085,2021,12,Nicolo Zaniolo,Italy,Italy,1999/7/2,Attack,Left,190,29700000,49500000,IT1,As Rom
351816,2021,5,Ismael Bennacer,France,Algeria,1997/12/1,Midfield,Left,175,29700000,36000000,IT1,Ac Mailand
181579,2021,180,James Ward Prowse,England,England,1994/11/1,Midfield,Right,177,28800000,28800000,GB1,Fc Southampton
253677,2021,405,Tyrone Mings,England,England,1993/3/13,Defender,Left,196,28800000,28800000,GB1,Aston Villa
111873,2021,405,Emiliano Martinez,Argentina,Argentina,1992/9/2,Goalkeeper,Right,195,28800000,31500000,GB1,Aston Villa
131789,2021,31,Roberto Firmino,Brazil,Brazil,1991/10/2,Attack,Right,181,28800000,81000000,GB1,Fc Liverpool
315969,2021,985,Scott Mctominay,England,Scotland,1996/12/8,Midfield,Right,191,28800000,31500000,GB1,Manchester United
442531,2021,631,Edouard Mendy,France,Senegal,1992/3/1,Goalkeeper,Right,194,28800000,28800000,GB1,Fc Chelsea
300716,2021,11,Kieran Tierney,Isle of Man,Scotland,1997/6/5,Defender,Left,180,28800000,28800000,GB1,Fc Arsenal
272642,2021,762,Allan Saint Maximin,France,France,1997/3/12,Attack,Right,173,28800000,28800000,GB1,Newcastle United
398065,2021,1003,Harvey Barnes,England,England,1997/12/9,Midfield,Right,182,28800000,31500000,GB1,Leicester City
371149,2021,24,Evan Ndicka,France,France,1999/8/20,Defender,Left,192,28800000,28800000,L1,Eintracht Frankfurt
480762,2021,610,Lisandro Martinez,Argentina,Argentina,1998/1/18,Defender,Left,175,28800000,28800000,NL1,Ajax Amsterdam
315867,2021,6574,Gianluca Scamacca,Italy,Italy,1999/1/1,Attack,Right,195,27000000,27000000,IT1,Us Sassuolo
516716,2021,416,Bremer,Brazil,Brazil,1997/3/18,Defender,Right,188,27000000,27000000,IT1,Fc Turin
8198,2021,506,Cristiano Ronaldo,Portugal,Portugal,1985/2/5,Attack,Right,187,27000000,108000000,IT1,Juventus Turin
316889,2021,6195,Hirving Lozano,Mexico,Mexico,1995/7/30,Attack,Right,175,27000000,40500000,IT1,Ssc Neapel
354361,2021,6195,Andre Zambo Anguissa,Cameroon,Cameroon,1995/11/16,Midfield,Right,184,27000000,27000000,IT1,Ssc Neapel
392757,2021,873,Marc Guehi,Cote d'Ivoire,England,2000/7/13,Defender,Right,182,27000000,27000000,GB1,Crystal Palace
168157,2021,543,Leander Dendoncker,Belgium,Belgium,1995/4/15,Midfield,Right,188,27000000,28800000,GB1,Wolverhampton Wanderers
387626,2021,405,Leon Bailey,Jamaica,Jamaica,1997/8/9,Attack,Left,178,27000000,40500000,GB1,Aston Villa
193116,2021,405,John Mcginn,Scotland,Scotland,1994/10/18,Midfield,Left,178,27000000,27000000,GB1,Aston Villa
126664,2021,405,Lucas Digne,France,France,1993/7/20,Defender,Left,178,27000000,31500000,GB1,Aston Villa
157509,2021,631,Kurt Zouma,France,France,1994/10/27,Defender,Right,190,27000000,31500000,GB1,Fc Chelsea
520624,2021,762,Bruno Guimaraes,Brazil,Brazil,1997/11/16,Midfield,Right,182,27000000,31500000,GB1,Newcastle United
450936,2021,148,Tanguy Ndombele,France,France,1996/12/28,Midfield,Right,181,27000000,58500000,GB1,Tottenham Hotspur
423440,2021,681,Martin Zubimendi,Spain,Spain,1999/2/2,Midfield,Right,181,27000000,27000000,ES1,Real Sociedad San Sebastian
349066,2021,681,Alexander Isak,Sweden,Sweden,1999/9/21,Attack,Right,192,27000000,36000000,ES1,Real Sociedad San Sebastian
351809,2021,681,Robin Le Normand,France,France,1996/11/11,Defender,Right,187,27000000,27000000,ES1,Real Sociedad San Sebastian
476352,2021,13,Renan Lodi,Brazil,Brazil,1998/4/8,Defender,Left,173,27000000,45000000,ES1,Atletico Madrid
288230,2021,131,Ousmane Dembele,France,France,1997/5/15,Attack,Both,178,27000000,108000000,ES1,Fc Barcelona
517894,2021,44,Matheus Cunha,Brazil,Brazil,1999/5/27,Attack,Right,184,27000000,28800000,L1,Hertha Bsc
74857,2021,131,Marc Andre Ter Stegen,Germany,Germany,1992/4/30,Goalkeeper,Right,187,27000000,81000000,ES1,Fc Barcelona
18922,2021,418,Karim Benzema,France,France,1987/12/19,Attack,Right,185,27000000,54000000,ES1,Real Madrid
353366,2021,27,Benjamin Pavard,France,France,1996/3/28,Defender,Right,186,27000000,40500000,L1,Fc Bayern Munchen
277179,2021,23826,Angelino,Spain,Spain,1997/1/4,Midfield,Left,171,27000000,31500000,L1,Rasenballsport Leipzig
475959,2021,23826,Josko Gvardiol,Croatia,Croatia,2002/1/23,Defender,Left,185,27000000,27000000,L1,Rasenballsport Leipzig
435772,2021,2282,Charles De Ketelaere,Belgium,Belgium,2001/3/10,Attack,Left,192,27000000,27000000,BE1,Fc Brugge
284730,2021,16,Manuel Akanji,Switzerland,Switzerland,1995/7/19,Defender,Right,188,27000000,36000000,L1,Borussia Dortmund
426620,2021,336,Pedro Goncalves,Portugal,Portugal,1998/6/28,Attack,Right,173,27000000,34200000,PO1,Sporting Lissabon
231289,2021,720,Otavio,Brazil,Portugal,1995/2/9,Midfield,Right,172,27000000,27000000,PO1,Fc Porto
487469,2021,720,Vitinha,Portugal,Portugal,2000/2/13,Midfield,Right,172,27000000,27000000,PO1,Fc Porto
